,0
26208,0
26209,0
26210,1
26211,1
26212,1
26213,0
26214,0
26215,0
26216,0
26217,0
26218,0
26219,1
26220,0
26221,0
26222,0
26223,0
26224,1
26225,1
26226,1
26227,1
26228,1
26229,1
26230,1
26231,0
26232,1
26233,1
26234,0
26235,1
26236,0
26237,1
26238,0
26239,0
26240,1
26241,0
26242,0
26243,1
26244,1
26245,0
26246,0
26247,1
26248,1
26249,1
26250,1
26251,0
26252,0
26253,0
26254,0
26255,1
26256,1
26257,1
26258,1
26259,1
26260,1
26261,0
26262,1
26263,1
26264,0
26265,1
26266,0
26267,1
26268,1
26269,1
26270,1
26271,0
26272,1
26273,0
26274,0
26275,1
26276,1
26277,0
26278,0
26279,0
26280,1
26281,1
26282,0
26283,1
26284,0
26285,0
26286,0
26287,1
26288,0
26289,0
26290,0
26291,1
26292,1
26293,1
26294,1
26295,1
26296,0
26297,0
26298,0
26299,0
26300,0
26301,1
26302,0
26303,0
26304,0
26305,1
26306,0
26307,1
26308,0
26309,0
26310,1
26311,0
26312,1
26313,1
26314,1
26315,1
26316,0
26317,1
26318,0
26319,0
26320,1
26321,0
26322,1
26323,0
26324,1
26325,0
26326,0
26327,1
26328,1
26329,0
26330,0
26331,1
26332,1
26333,0
26334,0
26335,1
26336,1
26337,0
26338,0
26339,0
26340,1
26341,1
26342,0
26343,1
26344,1
26345,0
26346,0
26347,1
26348,0
26349,1
26350,0
26351,1
26352,1
26353,1
26354,1
26355,0
26356,0
26357,1
26358,0
26359,1
26360,1
26361,0
26362,0
26363,1
26364,0
26365,0
26366,0
26367,0
26368,1
26369,0
26370,1
26371,1
26372,0
26373,1
26374,0
26375,0
26376,0
26377,0
26378,0
26379,1
26380,1
26381,0
26382,1
26383,1
26384,1
26385,1
26386,1
26387,1
26388,0
26389,1
26390,1
26391,0
26392,1
26393,1
26394,0
26395,1
26396,1
26397,0
26398,1
26399,1
26400,1
26401,1
26402,0
26403,0
26404,0
26405,0
26406,0
26407,1
26408,1
26409,0
26410,0
26411,0
26412,1
26413,0
26414,0
26415,0
26416,0
26417,1
26418,0
26419,0
26420,1
26421,0
26422,1
26423,0
26424,1
26425,1
26426,0
26427,1
26428,1
26429,0
26430,1
26431,0
26432,0
26433,1
26434,0
26435,1
26436,0
26437,0
26438,0
26439,1
26440,0
26441,0
26442,1
26443,1
26444,1
26445,0
26446,1
26447,1
26448,1
26449,0
26450,0
26451,0
26452,1
26453,1
26454,0
26455,0
26456,1
26457,0
26458,0
26459,0
26460,1
26461,0
26462,1
26463,1
26464,0
26465,1
26466,1
26467,1
26468,1
26469,1
26470,1
26471,1
26472,0
26473,1
26474,0
26475,0
26476,0
26477,0
26478,1
26479,0
26480,0
26481,0
26482,0
26483,0
26484,1
26485,0
26486,0
26487,0
26488,1
26489,0
26490,1
26491,1
26492,0
26493,0
26494,1
26495,0
26496,1
26497,1
26498,0
26499,1
26500,1
26501,1
26502,1
26503,0
26504,0
26505,1
26506,0
26507,0
26508,0
26509,0
26510,0
26511,0
26512,1
26513,1
26514,1
26515,0
26516,0
26517,0
26518,1
26519,0
26520,1
26521,0
26522,0
26523,0
26524,1
26525,0
26526,0
26527,1
26528,1
26529,0
26530,0
26531,1
26532,1
26533,0
26534,1
26535,1
26536,0
26537,1
26538,0
26539,0
26540,0
26541,1
26542,0
26543,1
26544,1
26545,1
26546,0
26547,1
26548,1
26549,0
26550,1
26551,1
26552,1
26553,1
26554,0
26555,0
26556,1
26557,0
26558,1
26559,1
26560,1
26561,0
26562,0
26563,0
26564,1
26565,0
26566,1
26567,1
26568,0
26569,1
26570,0
26571,0
26572,1
26573,1
26574,1
26575,1
26576,0
26577,1
26578,0
26579,1
26580,0
26581,0
26582,1
26583,0
26584,1
26585,0
26586,0
26587,0
26588,1
26589,0
26590,1
26591,1
26592,1
26593,1
26594,0
26595,1
26596,0
26597,1
26598,1
26599,1
26600,1
26601,1
26602,1
26603,0
26604,1
26605,1
26606,0
26607,1
26608,0
26609,0
26610,1
26611,1
26612,0
26613,1
26614,1
26615,1
26616,0
26617,1
26618,0
26619,1
26620,1
26621,1
26622,1
26623,1
26624,0
26625,0
26626,1
26627,1
26628,1
26629,1
26630,1
26631,1
26632,1
26633,0
26634,1
26635,1
26636,1
26637,0
26638,1
26639,0
26640,0
26641,0
26642,0
26643,0
26644,1
26645,0
26646,0
26647,1
26648,0
26649,0
26650,0
26651,1
26652,1
26653,0
26654,0
26655,1
26656,0
26657,0
26658,0
26659,0
26660,1
26661,0
26662,1
26663,1
26664,1
26665,0
26666,1
26667,0
26668,1
26669,0
26670,0
26671,1
26672,1
26673,0
26674,0
26675,1
26676,1
26677,0
26678,1
26679,1
26680,0
26681,0
26682,1
26683,0
26684,1
26685,0
26686,0
26687,1
26688,1
26689,0
26690,0
26691,0
26692,1
26693,1
26694,1
26695,0
26696,1
26697,0
26698,1
26699,0
26700,0
26701,0
26702,1
26703,0
26704,1
26705,0
26706,0
26707,0
26708,0
26709,0
26710,0
26711,0
26712,1
26713,1
26714,0
26715,0
26716,0
26717,0
26718,0
26719,1
26720,0
26721,1
26722,1
26723,0
26724,1
26725,1
26726,0
26727,0
26728,1
26729,1
26730,1
26731,0
26732,0
26733,0
26734,0
26735,0
26736,1
26737,0
26738,0
26739,1
26740,1
26741,0
26742,0
26743,1
26744,0
26745,1
26746,1
26747,1
26748,1
26749,1
26750,0
26751,1
26752,1
26753,0
26754,0
26755,1
26756,1
26757,0
26758,1
26759,0
26760,0
26761,1
26762,1
26763,0
26764,1
26765,0
26766,0
26767,1
26768,0
26769,0
26770,1
26771,1
26772,0
26773,1
26774,1
26775,1
26776,0
26777,1
26778,1
26779,0
26780,1
26781,1
26782,0
26783,1
26784,0
26785,1
26786,0
26787,0
26788,1
26789,1
26790,1
26791,0
26792,0
26793,0
26794,1
26795,1
26796,1
26797,1
26798,0
26799,1
26800,0
26801,1
26802,0
26803,1
26804,1
26805,1
26806,0
26807,0
26808,1
26809,1
26810,0
26811,0
26812,1
26813,1
26814,1
26815,1
26816,1
26817,1
26818,1
26819,0
26820,1
26821,1
26822,1
26823,0
26824,1
26825,0
26826,1
26827,0
26828,1
26829,1
26830,0
26831,0
26832,0
26833,1
26834,0
26835,0
26836,0
26837,1
26838,1
26839,0
26840,1
26841,1
26842,1
26843,0
26844,0
26845,0
26846,1
26847,0
26848,0
26849,1
26850,0
26851,0
26852,1
26853,1
26854,0
26855,1
26856,0
26857,1
26858,1
26859,1
26860,0
26861,1
26862,0
26863,1
26864,1
26865,1
26866,0
26867,1
26868,0
26869,1
26870,1
26871,1
26872,1
26873,0
26874,1
26875,0
26876,0
26877,0
26878,0
26879,0
26880,1
26881,1
26882,0
26883,0
26884,1
26885,0
26886,1
26887,1
26888,0
26889,0
26890,0
26891,0
26892,1
26893,1
26894,1
26895,0
26896,1
26897,1
26898,1
26899,0
26900,0
26901,0
26902,1
26903,0
26904,1
26905,1
26906,0
26907,0
26908,1
26909,0
26910,1
26911,1
26912,0
26913,1
26914,0
26915,0
26916,0
26917,1
26918,0
26919,1
26920,0
26921,1
26922,0
26923,1
26924,0
26925,0
26926,0
26927,1
26928,0
26929,0
26930,1
26931,0
26932,1
26933,1
26934,0
26935,0
26936,0
26937,0
26938,0
26939,1
26940,0
26941,1
26942,0
26943,1
26944,1
26945,0
26946,1
26947,0
26948,1
26949,1
26950,0
26951,1
26952,0
26953,0
26954,1
26955,1
26956,0
26957,1
26958,1
26959,0
26960,0
26961,0
26962,1
26963,0
26964,0
26965,1
26966,1
26967,0
26968,0
26969,1
26970,1
26971,0
26972,1
26973,1
26974,1
26975,1
26976,1
26977,1
26978,0
26979,1
26980,1
26981,0
26982,1
26983,1
26984,0
26985,1
26986,1
26987,0
26988,0
26989,0
26990,0
26991,1
26992,1
26993,0
26994,0
26995,0
26996,1
26997,1
26998,0
26999,1
27000,0
27001,0
27002,0
27003,1
27004,0
27005,1
27006,1
27007,0
27008,1
27009,1
27010,1
27011,1
27012,0
27013,0
27014,1
27015,1
27016,0
27017,1
27018,0
27019,1
27020,1
27021,1
27022,1
27023,1
27024,1
27025,0
27026,0
27027,0
27028,1
27029,0
27030,0
27031,0
27032,1
27033,0
27034,0
27035,1
27036,1
27037,0
27038,1
27039,1
27040,0
27041,1
27042,1
27043,1
27044,0
27045,1
27046,1
27047,1
27048,0
27049,0
27050,1
27051,0
27052,0
27053,0
27054,0
27055,1
27056,0
27057,1
27058,0
27059,1
27060,1
27061,0
27062,0
27063,0
27064,0
27065,1
27066,0
27067,1
27068,1
27069,0
27070,0
27071,0
27072,1
27073,1
27074,0
27075,1
27076,0
27077,0
27078,1
27079,0
27080,0
27081,1
27082,0
27083,0
27084,1
27085,1
27086,0
27087,1
27088,0
27089,0
27090,1
27091,0
27092,1
27093,0
27094,0
27095,0
27096,1
27097,1
27098,0
27099,1
27100,0
27101,1
27102,1
27103,1
27104,1
27105,1
27106,1
27107,0
27108,0
27109,0
27110,0
27111,1
27112,1
27113,0
27114,0
27115,1
27116,0
27117,1
27118,0
27119,1
27120,1
27121,1
27122,0
27123,0
27124,0
27125,0
27126,0
27127,1
27128,0
27129,1
27130,0
27131,1
27132,1
27133,1
27134,0
27135,0
27136,1
27137,1
27138,0
27139,1
27140,1
27141,1
27142,1
27143,0
27144,0
27145,0
27146,1
27147,1
27148,0
27149,0
27150,1
27151,0
27152,1
27153,1
27154,1
27155,1
27156,0
27157,1
27158,1
27159,0
27160,1
27161,0
27162,1
27163,0
27164,1
27165,1
27166,1
27167,0
27168,0
27169,1
27170,1
27171,1
27172,1
27173,1
27174,0
27175,0
27176,1
27177,0
27178,1
27179,1
27180,0
27181,1
27182,1
27183,1
27184,1
27185,0
27186,1
27187,1
27188,0
27189,1
27190,1
27191,0
27192,0
27193,0
27194,1
27195,0
27196,1
27197,0
27198,0
27199,0
27200,0
27201,1
27202,0
27203,1
27204,1
27205,1
27206,1
27207,1
27208,0
27209,1
27210,1
27211,0
27212,0
27213,0
27214,0
27215,1
27216,1
27217,1
27218,0
27219,0
27220,1
27221,1
27222,1
27223,0
27224,1
27225,0
27226,0
27227,0
27228,1
27229,1
27230,1
27231,0
27232,0
27233,0
27234,0
27235,0
27236,1
27237,1
27238,0
27239,1
27240,0
27241,0
27242,0
27243,0
27244,0
27245,0
27246,1
27247,1
27248,1
27249,1
27250,1
27251,1
27252,1
27253,0
27254,1
27255,1
27256,0
27257,0
27258,0
27259,1
27260,0
27261,0
27262,1
27263,1
27264,0
27265,0
27266,1
27267,1
27268,1
27269,1
27270,1
27271,1
27272,1
27273,0
27274,0
27275,0
27276,0
27277,1
27278,0
27279,0
27280,1
27281,1
27282,0
27283,0
27284,0
27285,1
27286,1
27287,1
27288,0
27289,1
27290,0
27291,0
27292,0
27293,1
27294,1
27295,0
27296,0
27297,1
27298,0
27299,0
27300,1
27301,1
27302,1
27303,1
27304,1
27305,0
27306,0
27307,1
27308,0
27309,0
27310,0
27311,0
27312,0
27313,0
27314,0
27315,0
27316,0
27317,1
27318,1
27319,0
27320,1
27321,1
27322,0
27323,0
27324,0
27325,1
27326,0
27327,0
27328,0
27329,0
27330,0
27331,0
27332,1
27333,0
27334,0
27335,1
27336,1
27337,1
27338,1
27339,1
27340,1
27341,1
27342,0
27343,1
27344,1
27345,1
27346,0
27347,0
27348,0
27349,1
27350,1
27351,1
27352,0
27353,0
27354,1
27355,0
27356,1
27357,1
27358,0
27359,0
27360,1
27361,0
27362,0
27363,1
27364,1
27365,1
27366,0
27367,0
27368,0
27369,0
27370,1
27371,1
27372,1
27373,1
27374,0
27375,0
27376,0
27377,1
27378,0
27379,1
27380,1
27381,1
27382,0
27383,0
27384,0
27385,1
27386,1
27387,1
27388,1
27389,1
27390,0
27391,1
27392,1
27393,0
27394,1
27395,0
27396,0
27397,1
27398,1
27399,1
27400,1
27401,0
27402,0
27403,0
27404,1
27405,1
27406,0
27407,0
27408,1
27409,0
27410,0
27411,1
27412,0
27413,0
27414,0
27415,1
27416,0
27417,0
27418,0
27419,1
27420,1
27421,1
27422,1
27423,0
27424,0
27425,0
27426,0
27427,1
27428,0
27429,0
27430,1
27431,0
27432,1
27433,1
27434,0
27435,0
27436,0
27437,1
27438,0
27439,1
27440,1
27441,1
27442,0
27443,1
27444,0
27445,0
27446,1
27447,0
27448,0
27449,0
27450,1
27451,0
27452,0
27453,1
27454,1
27455,0
27456,0
27457,0
27458,1
27459,1
27460,0
27461,0
27462,0
27463,0
27464,0
27465,0
27466,0
27467,1
27468,0
27469,0
27470,0
27471,1
27472,1
27473,0
27474,0
27475,0
27476,0
27477,1
27478,0
27479,1
27480,0
27481,0
27482,1
27483,1
27484,0
27485,1
27486,0
27487,0
27488,0
27489,1
27490,1
27491,1
27492,0
27493,0
27494,1
27495,0
27496,0
27497,0
27498,0
27499,0
27500,0
27501,0
27502,0
27503,1
27504,0
27505,0
27506,1
27507,1
27508,0
27509,0
27510,0
27511,0
27512,1
27513,1
27514,0
27515,0
27516,0
27517,0
27518,1
27519,1
27520,0
27521,0
27522,1
27523,1
27524,0
27525,1
27526,0
27527,1
27528,0
27529,1
27530,1
27531,0
27532,1
27533,0
27534,0
27535,1
27536,1
27537,0
27538,1
27539,1
27540,1
27541,0
27542,1
27543,0
27544,1
27545,0
27546,1
27547,0
27548,0
27549,0
27550,0
27551,0
27552,0
27553,1
27554,0
27555,1
27556,0
27557,0
27558,0
27559,1
27560,0
27561,1
27562,0
27563,0
27564,0
27565,0
27566,1
27567,0
27568,1
27569,1
27570,1
27571,1
27572,0
27573,1
27574,1
27575,0
27576,1
27577,1
27578,0
27579,0
27580,0
27581,0
27582,1
27583,0
27584,1
27585,0
27586,1
27587,0
27588,1
27589,0
27590,0
27591,0
27592,1
27593,0
27594,0
27595,0
27596,1
27597,1
27598,0
27599,1
27600,0
27601,0
27602,0
27603,1
27604,1
27605,0
27606,1
27607,1
27608,1
27609,0
27610,1
27611,0
27612,0
27613,0
27614,0
27615,1
27616,0
27617,0
27618,0
27619,0
27620,1
27621,1
27622,1
27623,0
27624,1
27625,0
27626,1
27627,1
27628,0
27629,0
27630,0
27631,1
27632,1
27633,0
27634,0
27635,0
27636,1
27637,1
27638,1
27639,1
27640,0
27641,1
27642,1
27643,0
27644,0
27645,1
27646,1
27647,0
27648,1
27649,0
27650,1
27651,1
27652,0
27653,0
27654,0
27655,1
27656,1
27657,1
27658,0
27659,1
27660,0
27661,1
27662,1
27663,1
27664,0
27665,0
27666,0
27667,1
27668,0
27669,1
27670,0
27671,0
27672,0
27673,0
27674,0
27675,0
27676,1
27677,1
27678,0
27679,1
27680,1
27681,1
27682,1
27683,1
27684,1
27685,1
27686,1
27687,0
27688,0
27689,1
27690,1
27691,1
27692,0
27693,0
27694,0
27695,1
27696,0
27697,1
27698,1
27699,1
27700,0
27701,1
27702,0
27703,1
27704,1
27705,0
27706,0
27707,0
27708,0
27709,1
27710,0
27711,1
27712,1
27713,1
27714,0
27715,1
27716,0
27717,1
27718,1
27719,0
27720,1
27721,1
27722,1
27723,1
27724,1
27725,1
27726,1
27727,0
27728,0
27729,1
27730,0
27731,1
27732,0
27733,0
27734,1
27735,0
27736,1
27737,0
27738,0
27739,0
27740,1
27741,1
27742,1
27743,0
27744,0
27745,1
27746,0
27747,0
27748,1
27749,1
27750,0
27751,1
27752,1
27753,0
27754,1
27755,0
27756,0
27757,0
27758,0
27759,1
27760,1
27761,1
27762,1
27763,0
27764,0
27765,0
27766,1
27767,1
27768,1
27769,0
27770,0
27771,0
27772,1
27773,1
27774,1
27775,1
27776,1
27777,0
27778,0
27779,1
27780,1
27781,1
27782,1
27783,1
27784,0
27785,1
27786,1
27787,1
27788,1
27789,0
27790,0
27791,0
27792,1
27793,1
27794,1
27795,0
27796,0
27797,0
27798,0
27799,0
27800,1
27801,0
27802,0
27803,1
27804,0
27805,0
27806,1
27807,1
27808,1
27809,1
27810,1
27811,1
27812,0
27813,1
27814,1
27815,1
27816,0
27817,0
27818,0
27819,1
27820,1
27821,0
27822,1
27823,1
27824,0
27825,1
27826,1
27827,1
27828,1
27829,0
27830,1
27831,0
27832,1
27833,0
27834,0
27835,0
27836,0
27837,0
27838,0
27839,1
27840,0
27841,1
27842,1
27843,0
27844,0
27845,0
27846,1
27847,0
27848,1
27849,1
27850,1
27851,1
27852,0
27853,1
27854,0
27855,0
27856,0
27857,0
27858,0
27859,0
27860,0
27861,1
27862,0
27863,1
27864,0
27865,0
27866,1
27867,1
27868,1
27869,0
27870,0
27871,1
27872,1
27873,0
27874,1
27875,0
27876,1
27877,1
27878,0
27879,1
27880,0
27881,1
27882,1
27883,0
27884,0
27885,0
27886,0
27887,1
27888,0
27889,1
27890,0
27891,0
27892,0
27893,1
27894,0
27895,1
27896,0
27897,1
27898,0
27899,1
27900,1
27901,0
27902,1
27903,0
27904,0
27905,1
27906,1
27907,0
27908,1
27909,0
27910,1
27911,0
27912,0
27913,0
27914,1
27915,1
27916,1
27917,1
27918,0
27919,1
27920,0
27921,1
27922,0
27923,0
27924,0
27925,1
27926,0
27927,0
27928,0
27929,0
27930,1
27931,1
27932,1
27933,0
27934,1
27935,1
27936,0
27937,1
27938,0
27939,0
27940,0
27941,1
27942,1
27943,1
27944,0
27945,1
27946,0
27947,0
27948,1
27949,1
27950,1
27951,0
27952,1
27953,1
27954,1
27955,1
27956,1
27957,0
27958,1
27959,1
27960,0
27961,1
27962,0
27963,0
27964,0
27965,1
27966,0
27967,0
27968,0
27969,1
27970,0
27971,0
27972,1
27973,1
27974,0
27975,1
27976,0
27977,0
27978,0
27979,1
27980,1
27981,0
27982,0
27983,0
27984,0
27985,1
27986,0
27987,1
27988,1
27989,1
27990,1
27991,1
27992,1
27993,1
27994,0
27995,0
27996,1
27997,1
27998,1
27999,1
28000,1
28001,0
28002,1
28003,1
28004,1
28005,0
28006,0
28007,0
28008,1
28009,1
28010,1
28011,1
28012,0
28013,0
28014,1
28015,1
28016,1
28017,0
28018,1
28019,0
28020,1
28021,0
28022,0
28023,1
28024,1
28025,0
28026,0
28027,0
28028,1
28029,1
28030,1
28031,0
28032,0
28033,1
28034,0
28035,1
28036,0
28037,1
28038,0
28039,0
28040,1
28041,0
28042,0
28043,0
28044,1
28045,0
28046,1
28047,0
28048,1
28049,1
28050,0
28051,0
28052,0
28053,0
28054,0
28055,1
28056,0
28057,0
28058,0
28059,1
28060,1
28061,1
28062,1
28063,1
28064,1
28065,0
28066,0
28067,1
28068,1
28069,0
28070,1
28071,0
28072,1
28073,1
28074,1
28075,1
28076,0
28077,0
28078,1
28079,1
28080,1
28081,0
28082,0
28083,0
28084,0
28085,0
28086,0
28087,1
28088,1
28089,0
28090,0
28091,1
28092,0
28093,1
28094,0
28095,0
28096,0
28097,1
28098,1
28099,0
28100,1
28101,1
28102,0
28103,0
28104,1
28105,0
28106,1
28107,1
28108,1
28109,1
28110,1
28111,1
28112,1
28113,0
28114,1
28115,1
28116,1
28117,1
28118,0
28119,1
28120,1
28121,0
28122,0
28123,0
28124,0
28125,0
28126,0
28127,0
28128,1
28129,1
28130,0
28131,0
28132,1
28133,1
28134,0
28135,1
28136,0
28137,0
28138,1
28139,0
28140,0
28141,0
28142,0
28143,1
28144,1
28145,0
28146,0
28147,0
28148,0
28149,0
28150,1
28151,1
28152,1
28153,1
28154,1
28155,0
28156,0
28157,1
28158,1
28159,0
28160,0
28161,1
28162,1
28163,0
28164,1
28165,0
28166,0
28167,0
28168,0
28169,0
28170,1
28171,1
28172,1
28173,0
28174,1
28175,1
28176,1
28177,0
28178,0
28179,1
28180,1
28181,0
28182,0
28183,1
28184,0
28185,0
28186,1
28187,0
28188,0
28189,0
28190,1
28191,1
28192,1
28193,1
28194,1
28195,0
28196,0
28197,1
28198,0
28199,1
28200,0
28201,0
28202,1
28203,0
28204,1
28205,1
28206,0
28207,1
28208,0
28209,0
28210,0
28211,1
28212,1
28213,0
28214,1
28215,1
28216,0
28217,1
28218,1
28219,0
28220,1
28221,1
28222,0
28223,1
28224,1
28225,0
28226,1
28227,1
28228,1
28229,0
28230,1
28231,1
28232,0
28233,0
28234,0
28235,0
28236,1
28237,1
28238,0
28239,0
28240,0
28241,0
28242,1
28243,1
28244,0
28245,0
28246,0
28247,0
28248,1
28249,0
28250,0
28251,1
28252,1
28253,0
28254,0
28255,0
28256,1
28257,1
28258,0
28259,0
28260,1
28261,0
28262,1
28263,1
28264,1
28265,1
28266,1
28267,1
28268,0
28269,0
28270,0
28271,0
28272,1
28273,1
28274,1
28275,1
28276,0
28277,1
28278,1
28279,1
28280,0
28281,0
28282,1
28283,1
28284,1
28285,0
28286,0
28287,0
28288,1
28289,0
28290,0
28291,1
28292,1
28293,0
28294,0
28295,1
28296,0
28297,0
28298,1
28299,0
28300,1
28301,0
28302,0
28303,0
28304,1
28305,1
28306,0
28307,0
28308,0
28309,0
28310,1
28311,1
28312,1
28313,1
28314,0
28315,1
28316,1
28317,1
28318,1
28319,1
28320,0
28321,0
28322,1
28323,0
28324,1
28325,0
28326,0
28327,0
28328,0
28329,0
28330,1
28331,0
28332,1
28333,1
28334,0
28335,1
28336,1
28337,1
28338,0
28339,1
28340,1
28341,0
28342,1
28343,0
28344,0
28345,0
28346,1
28347,1
28348,1
28349,1
28350,1
28351,0
28352,1
28353,1
28354,0
28355,1
28356,0
28357,1
28358,0
28359,0
28360,1
28361,1
28362,1
28363,0
28364,1
28365,0
28366,0
28367,1
28368,0
28369,0
28370,0
28371,0
28372,1
28373,0
28374,1
28375,1
28376,0
28377,1
28378,1
28379,0
28380,1
28381,1
28382,0
28383,0
28384,1
28385,1
28386,0
28387,0
28388,1
28389,0
28390,0
28391,0
28392,0
28393,1
28394,0
28395,1
28396,1
28397,1
28398,0
28399,1
28400,1
28401,1
28402,1
28403,1
28404,1
28405,0
28406,1
28407,1
28408,0
28409,1
28410,0
28411,1
28412,1
28413,1
28414,1
28415,0
28416,0
28417,0
28418,1
28419,0
28420,0
28421,1
28422,0
28423,1
28424,0
28425,1
28426,1
28427,0
28428,0
28429,0
28430,1
28431,1
28432,0
28433,1
28434,1
28435,0
28436,0
28437,0
28438,0
28439,0
28440,1
28441,1
28442,1
28443,1
28444,0
28445,1
28446,0
28447,0
28448,0
28449,0
28450,0
28451,0
28452,1
28453,0
28454,0
28455,0
28456,0
28457,0
28458,0
28459,0
28460,0
28461,1
28462,1
28463,1
28464,0
28465,0
28466,0
28467,0
28468,0
28469,1
28470,0
28471,1
28472,0
28473,1
28474,0
28475,0
28476,1
28477,0
28478,0
28479,0
28480,1
28481,1
28482,0
28483,0
28484,0
28485,1
28486,1
28487,0
28488,0
28489,1
28490,0
28491,1
28492,1
28493,1
28494,1
28495,0
28496,1
28497,1
28498,0
28499,1
28500,0
28501,1
28502,1
28503,1
28504,1
28505,1
28506,0
28507,1
28508,0
28509,0
28510,1
28511,1
28512,1
28513,0
28514,0
28515,0
28516,1
28517,1
28518,0
28519,0
28520,1
28521,1
28522,1
28523,1
28524,1
28525,1
28526,0
28527,1
28528,0
28529,1
28530,1
28531,1
28532,1
28533,1
28534,0
28535,0
28536,0
28537,1
28538,0
28539,0
28540,1
28541,1
28542,1
28543,1
28544,1
28545,0
28546,1
28547,1
28548,0
28549,0
28550,0
28551,1
28552,1
28553,1
28554,0
28555,1
28556,1
28557,1
28558,1
28559,1
28560,1
28561,0
28562,1
28563,1
28564,1
28565,1
28566,0
28567,1
28568,1
28569,0
28570,1
28571,1
28572,1
28573,1
28574,0
28575,1
28576,0
28577,0
28578,1
28579,1
28580,1
28581,0
28582,0
28583,0
28584,0
28585,0
28586,0
28587,0
28588,1
28589,1
28590,1
28591,0
28592,1
28593,0
28594,0
28595,0
28596,1
28597,0
28598,1
28599,1
28600,1
28601,0
28602,0
28603,1
28604,0
28605,0
28606,1
28607,1
28608,0
28609,1
28610,0
28611,1
28612,0
28613,0
28614,1
28615,0
28616,1
28617,0
28618,1
28619,0
28620,1
28621,0
28622,0
28623,0
28624,1
28625,0
28626,1
28627,0
28628,1
28629,1
28630,1
28631,0
28632,1
28633,0
28634,1
28635,1
28636,0
28637,0
28638,0
28639,1
28640,1
28641,0
28642,0
28643,0
28644,0
28645,0
28646,1
28647,0
28648,1
28649,0
28650,0
28651,0
28652,0
28653,0
28654,0
28655,0
28656,1
28657,1
28658,1
28659,0
28660,1
28661,1
28662,0
28663,1
28664,0
28665,0
28666,1
28667,0
28668,1
28669,1
28670,0
28671,0
28672,0
28673,0
28674,0
28675,1
28676,0
28677,0
28678,1
28679,1
28680,0
28681,0
28682,1
28683,0
28684,1
28685,0
28686,1
28687,0
28688,0
28689,1
28690,1
28691,1
28692,1
28693,1
28694,1
28695,1
28696,0
28697,1
28698,1
28699,0
28700,1
28701,0
28702,1
28703,1
28704,0
28705,0
28706,1
28707,1
28708,0
28709,1
28710,1
28711,1
28712,0
28713,1
28714,0
28715,1
28716,0
28717,0
28718,1
28719,1
28720,0
28721,0
28722,1
28723,0
28724,0
28725,1
28726,0
28727,1
28728,1
28729,1
28730,0
28731,1
28732,1
28733,0
28734,1
28735,0
28736,1
28737,1
28738,1
28739,0
28740,0
28741,0
28742,1
28743,0
28744,0
28745,1
28746,0
28747,0
28748,0
28749,1
28750,1
28751,0
28752,0
28753,0
28754,1
28755,1
28756,1
28757,0
28758,1
28759,0
28760,0
28761,0
28762,1
28763,1
28764,1
28765,1
28766,0
28767,0
28768,1
28769,0
28770,1
28771,1
28772,0
28773,0
28774,1
28775,1
28776,0
28777,1
28778,1
28779,1
28780,1
28781,0
28782,0
28783,1
28784,0
28785,0
28786,0
28787,1
28788,1
28789,1
28790,1
28791,0
28792,0
28793,1
28794,0
28795,1
28796,0
28797,0
28798,1
28799,1
28800,0
28801,0
28802,1
28803,1
28804,0
28805,1
28806,0
28807,1
28808,1
28809,1
28810,0
28811,1
28812,0
28813,1
28814,0
28815,0
28816,1
28817,1
28818,0
28819,0
28820,0
28821,1
28822,0
28823,0
28824,0
28825,0
28826,0
28827,0
28828,0
28829,1
28830,1
28831,1
28832,0
28833,0
28834,0
28835,0
28836,1
28837,0
28838,0
28839,1
28840,1
28841,1
28842,1
28843,1
28844,1
28845,0
28846,0
28847,0
28848,0
28849,1
28850,1
28851,1
28852,1
28853,0
28854,0
28855,1
28856,1
28857,0
28858,1
28859,1
28860,0
28861,1
28862,0
28863,1
28864,1
28865,1
28866,0
28867,0
28868,1
28869,0
28870,0
28871,1
28872,1
28873,0
28874,0
28875,0
28876,1
28877,1
28878,0
28879,0
28880,1
28881,0
28882,0
28883,1
28884,0
28885,0
28886,1
28887,1
28888,1
28889,1
28890,1
28891,1
28892,0
28893,1
28894,1
28895,0
28896,1
28897,1
28898,0
28899,0
28900,0
28901,0
28902,1
28903,1
28904,1
28905,1
28906,0
28907,1
28908,1
28909,0
28910,1
28911,0
28912,1
28913,1
28914,0
28915,0
28916,1
28917,0
28918,0
28919,1
28920,0
28921,0
28922,1
28923,0
28924,1
28925,0
28926,1
28927,0
28928,1
28929,0
28930,0
28931,0
28932,0
28933,0
28934,0
28935,1
28936,0
28937,1
28938,0
28939,0
28940,1
28941,1
28942,0
28943,0
28944,1
28945,0
28946,0
28947,0
28948,1
28949,0
28950,0
28951,0
28952,1
28953,0
28954,0
28955,1
28956,0
28957,0
28958,0
28959,0
28960,0
28961,0
28962,1
28963,0
28964,1
28965,1
28966,1
28967,0
28968,1
28969,0
28970,1
28971,0
28972,0
28973,1
28974,1
28975,1
28976,1
28977,0
28978,1
28979,1
28980,1
28981,0
28982,0
28983,0
28984,0
28985,0
28986,1
28987,0
28988,1
28989,1
28990,0
28991,1
28992,1
28993,0
28994,0
28995,1
28996,0
28997,1
28998,0
28999,1
29000,0
29001,1
29002,0
29003,0
29004,0
29005,1
29006,1
